,file_path,year,pond,date,Lcapito
1015,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150315_221600.wav,2015,3a,2015-03-15 22:16:00,0.0
1016,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150508_215200.wav,2015,3a,2015-05-08 21:52:00,0.0
1017,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150308_201100.wav,2015,3a,2015-03-08 20:11:00,0.0
1020,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150508_225200.wav,2015,3a,2015-05-08 22:52:00,0.0
1021,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150224_000100.wav,2015,3a,2015-02-24 00:01:00,0.0
1024,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150314_211500.wav,2015,3a,2015-03-14 21:15:00,0.0
1030,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150223_230100.wav,2015,3a,2015-02-23 23:01:00,0.0
1032,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150220_005800.wav,2015,3a,2015-02-20 00:58:00,0.0
1034,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150314_201500.wav,2015,3a,2015-03-14 20:15:00,0.0
1035,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150321_192000.wav,2015,3a,2015-03-21 19:20:00,0.0
1037,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150315_231600.wav,2015,3a,2015-03-15 23:16:00,0.0
1039,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150308_211100.wav,2015,3a,2015-03-08 21:11:00,0.0
1040,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150314_001400.wav,2015,3a,2015-03-14 00:14:00,0.0
1041,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150320_001900.wav,2015,3a,2015-03-20 00:19:00,0.0
1042,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150319_231900.wav,2015,3a,2015-03-19 23:19:00,0.0
1043,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150321_001900.wav,2015,3a,2015-03-21 00:19:00,0.0
1044,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150312_201400.wav,2015,3a,2015-03-12 20:14:00,0.0
1046,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150319_221900.wav,2015,3a,2015-03-19 22:19:00,0.0
1047,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150226_200400.wav,2015,3a,2015-02-26 20:04:00,0.0
1048,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150322_212000.wav,2015,3a,2015-03-22 21:20:00,0.0
1049,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150319_201900.wav,2015,3a,2015-03-19 20:19:00,0.0
1052,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150323_002000.wav,2015,3a,2015-03-23 00:20:00,0.0
1054,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150322_222000.wav,2015,3a,2015-03-22 22:20:00,0.0
1056,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150322_232000.wav,2015,3a,2015-03-22 23:20:00,0.0
1058,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150319_211900.wav,2015,3a,2015-03-19 21:19:00,0.0
1059,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150224_000100.wav,2015,4a,2015-02-24 00:01:00,1.0
1060,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150224_200200.wav,2015,4a,2015-02-24 20:02:00,1.0
1061,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150223_230100.wav,2015,4a,2015-02-23 23:01:00,1.0
1062,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150225_000200.wav,2015,4a,2015-02-25 00:02:00,1.0
1063,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150223_220100.wav,2015,4a,2015-02-23 22:01:00,1.0
1064,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150224_230200.wav,2015,4a,2015-02-24 23:02:00,1.0
1065,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150224_220200.wav,2015,4a,2015-02-24 22:02:00,1.0
1066,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150223_190100.wav,2015,4a,2015-02-23 19:01:00,1.0
1067,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150223_210100.wav,2015,4a,2015-02-23 21:01:00,1.0
1068,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150314_221500.wav,2015,4a,2015-03-14 22:15:00,0.0
1069,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150510_005200.wav,2015,4a,2015-05-10 00:52:00,0.0
1070,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150313_231400.wav,2015,4a,2015-03-13 23:14:00,0.0
1071,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150315_001500.wav,2015,4a,2015-03-15 00:15:00,0.0
1072,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150313_201400.wav,2015,4a,2015-03-13 20:14:00,0.0
1073,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150307_001000.wav,2015,4a,2015-03-07 00:10:00,0.0
1074,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150216_225600.wav,2015,4a,2015-02-16 22:56:00,0.0
1075,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150504_224900.wav,2015,4a,2015-05-04 22:49:00,0.0
1076,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150218_215700.wav,2015,4a,2015-02-18 21:57:00,0.0
1077,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150508_205200.wav,2015,4a,2015-05-08 20:52:00,0.0
1078,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150313_191400.wav,2015,4a,2015-03-13 19:14:00,0.0
1079,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150227_000400.wav,2015,4a,2015-02-27 00:04:00,0.0
1080,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150313_221400.wav,2015,4a,2015-03-13 22:14:00,0.0
1081,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150512_215400.wav,2015,4a,2015-05-12 21:54:00,0.0
1082,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150417_223700.wav,2015,4a,2015-04-17 22:37:00,0.0
1083,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150312_231400.wav,2015,4a,2015-03-12 23:14:00,0.0
1084,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150403_192800.wav,2015,4a,2015-04-03 19:28:00,0.0
1085,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150219_005700.wav,2015,4a,2015-02-19 00:57:00,0.0
1086,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150509_005200.wav,2015,4a,2015-05-09 00:52:00,0.0
1087,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150226_230400.wav,2015,4a,2015-02-26 23:04:00,0.0
1088,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150306_201000.wav,2015,4a,2015-03-06 20:10:00,0.0
1089,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150306_211000.wav,2015,4a,2015-03-06 21:10:00,0.0
1090,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150216_195600.wav,2015,4a,2015-02-16 19:56:00,0.0
1092,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150225_230300.wav,2015,4a,2015-02-25 23:03:00,0.0
1093,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150312_221400.wav,2015,4a,2015-03-12 22:14:00,0.0
1095,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150403_002800.wav,2015,4a,2015-04-03 00:28:00,0.0
1096,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150226_220400.wav,2015,4a,2015-02-26 22:04:00,0.0
1097,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150216_205600.wav,2015,4a,2015-02-16 20:56:00,0.0
1099,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150218_235700.wav,2015,4a,2015-02-18 23:57:00,0.0
1100,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150403_222800.wav,2015,4a,2015-04-03 22:28:00,0.0
1101,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150411_223400.wav,2015,4a,2015-04-11 22:34:00,0.0
1102,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150308_231100.wav,2015,4a,2015-03-08 23:11:00,0.0
1104,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150306_221000.wav,2015,4a,2015-03-06 22:10:00,0.0
1106,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150313_001400.wav,2015,4a,2015-03-13 00:14:00,0.0
1107,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150218_195700.wav,2015,4a,2015-02-18 19:57:00,0.0
1108,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150315_191600.wav,2015,4a,2015-03-15 19:16:00,0.0
1109,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150218_225700.wav,2015,4a,2015-02-18 22:57:00,0.0
1110,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150404_202900.wav,2015,4a,2015-04-04 20:29:00,0.0
1111,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150306_231000.wav,2015,4a,2015-03-06 23:10:00,0.0
1112,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150205_214700.wav,2015,4a,2015-02-05 21:47:00,0.0
1113,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150305_220900.wav,2015,4a,2015-03-05 22:09:00,0.0
1114,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150403_232800.wav,2015,4a,2015-04-03 23:28:00,0.0
1115,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150409_203200.wav,2015,4a,2015-04-09 20:32:00,0.0
1116,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150509_215200.wav,2015,4a,2015-05-09 21:52:00,0.0
1118,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150409_223200.wav,2015,4a,2015-04-09 22:32:00,0.0
1119,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150404_222900.wav,2015,4a,2015-04-04 22:29:00,0.0
1121,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150404_212900.wav,2015,4a,2015-04-04 21:29:00,0.0
1122,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150203_214500.wav,2015,4a,2015-02-03 21:45:00,0.0
1123,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150320_201900.wav,2015,4a,2015-03-20 20:19:00,0.0
1124,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150216_215600.wav,2015,4a,2015-02-16 21:56:00,0.0
1125,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150205_194700.wav,2015,4a,2015-02-05 19:47:00,0.0
1126,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150502_204800.wav,2015,4a,2015-05-02 20:48:00,0.0
1127,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150404_192900.wav,2015,4a,2015-04-04 19:29:00,0.0
1128,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150217_215700.wav,2015,4a,2015-02-17 21:57:00,0.0
1129,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150417_203700.wav,2015,4a,2015-04-17 20:37:00,0.0
1130,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150202_194400.wav,2015,4a,2015-02-02 19:44:00,0.0
1131,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150202_214400.wav,2015,4a,2015-02-02 21:44:00,0.0
1132,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150512_205400.wav,2015,4a,2015-05-12 20:54:00,0.0
1133,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150416_223700.wav,2015,4a,2015-04-16 22:37:00,0.0
1134,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150315_221600.wav,2015,4a,2015-03-15 22:16:00,0.0
1135,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150218_205700.wav,2015,4a,2015-02-18 20:57:00,0.0
1136,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150430_204600.wav,2015,4a,2015-04-30 20:46:00,0.0
1137,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150402_222800.wav,2015,4a,2015-04-02 22:28:00,0.0
1138,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150216_185600.wav,2015,4a,2015-02-16 18:56:00,0.0
1139,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150404_232900.wav,2015,4a,2015-04-04 23:29:00,0.0
1140,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150314_211500.wav,2015,4a,2015-03-14 21:15:00,0.0
1141,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150226_210400.wav,2015,4a,2015-02-26 21:04:00,0.0
1142,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150205_204700.wav,2015,4a,2015-02-05 20:47:00,0.0
1143,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150417_193700.wav,2015,4a,2015-04-17 19:37:00,0.0
1145,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150416_203700.wav,2015,4a,2015-04-16 20:37:00,0.0
1146,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150314_201500.wav,2015,4a,2015-03-14 20:15:00,0.0
1147,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150314_231500.wav,2015,4a,2015-03-14 23:15:00,0.0
1151,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150312_211400.wav,2015,4a,2015-03-12 21:14:00,0.0
1152,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150402_232800.wav,2015,4a,2015-04-02 23:28:00,0.0
1153,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150405_193000.wav,2015,4a,2015-04-05 19:30:00,0.0
1154,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150502_214800.wav,2015,4a,2015-05-02 21:48:00,0.0
1155,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150417_213700.wav,2015,4a,2015-04-17 21:37:00,0.0
1156,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150402_192800.wav,2015,4a,2015-04-02 19:28:00,0.0
1157,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150203_004400.wav,2015,4a,2015-02-03 00:44:00,0.0
1158,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150411_213400.wav,2015,4a,2015-04-11 21:34:00,0.0
1159,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150404_002800.wav,2015,4a,2015-04-04 00:28:00,0.0
1160,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150224_210200.wav,2015,4a,2015-02-24 21:02:00,0.0
1161,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150316_001600.wav,2015,4a,2015-03-16 00:16:00,0.0
1162,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150225_220300.wav,2015,4a,2015-02-25 22:03:00,0.0
1163,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150502_234800.wav,2015,4a,2015-05-02 23:48:00,0.0
1164,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150503_004800.wav,2015,4a,2015-05-03 00:48:00,0.0
1165,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150315_201600.wav,2015,4a,2015-03-15 20:16:00,0.0
1166,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150204_224600.wav,2015,4a,2015-02-04 22:46:00,0.0
1167,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150412_193400.wav,2015,4a,2015-04-12 19:34:00,0.0
1170,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150202_184400.wav,2015,4a,2015-02-02 18:44:00,0.0
1171,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150312_191400.wav,2015,4a,2015-03-12 19:14:00,0.0
1172,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150217_005600.wav,2015,4a,2015-02-17 00:56:00,0.0
1173,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150315_211600.wav,2015,4a,2015-03-15 21:16:00,0.0
1176,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150405_213000.wav,2015,4a,2015-04-05 21:30:00,0.0
1178,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150313_211400.wav,2015,4a,2015-03-13 21:14:00,0.0
1179,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150430_224600.wav,2015,4a,2015-04-30 22:46:00,0.0
1180,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150205_184700.wav,2015,4a,2015-02-05 18:47:00,0.0
1181,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150409_193200.wav,2015,4a,2015-04-09 19:32:00,0.0
1183,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150306_191000.wav,2015,4a,2015-03-06 19:10:00,0.0
1184,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150314_001400.wav,2015,4a,2015-03-14 00:14:00,0.0
1187,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150403_212800.wav,2015,4a,2015-04-03 21:28:00,0.0
1188,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150405_002900.wav,2015,4a,2015-04-05 00:29:00,0.0
1190,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150307_191000.wav,2015,4a,2015-03-07 19:10:00,0.0
1191,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150217_205700.wav,2015,4a,2015-02-17 20:57:00,0.0
1192,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150417_233700.wav,2015,4a,2015-04-17 23:37:00,0.0
1193,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150403_202800.wav,2015,4a,2015-04-03 20:28:00,0.0
1194,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150308_201100.wav,2015,4a,2015-03-08 20:11:00,0.0
1195,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150416_213700.wav,2015,4a,2015-04-16 21:37:00,0.0
1197,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150510_205300.wav,2015,4a,2015-05-10 20:53:00,0.0
1199,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150405_203000.wav,2015,4a,2015-04-05 20:30:00,0.0
1200,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150226_000300.wav,2015,4a,2015-02-26 00:03:00,0.0
1201,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150405_223000.wav,2015,4a,2015-04-05 22:30:00,0.0
1202,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150315_231600.wav,2015,4a,2015-03-15 23:16:00,0.0
1203,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150203_184500.wav,2015,4a,2015-02-03 18:45:00,0.0
1204,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150305_190900.wav,2015,4a,2015-03-05 19:09:00,0.0
1205,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150217_225700.wav,2015,4a,2015-02-17 22:57:00,0.0
1207,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150508_215200.wav,2015,4a,2015-05-08 21:52:00,0.0
1208,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150203_194500.wav,2015,4a,2015-02-03 19:45:00,0.0
1211,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150218_185700.wav,2015,4a,2015-02-18 18:57:00,0.0
1214,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150509_235200.wav,2015,4a,2015-05-09 23:52:00,0.0
1215,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150510_215300.wav,2015,4a,2015-05-10 21:53:00,0.0
1217,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150511_225400.wav,2015,4a,2015-05-11 22:54:00,0.0
1218,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150402_202800.wav,2015,4a,2015-04-02 20:28:00,0.0
1219,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150402_212800.wav,2015,4a,2015-04-02 21:28:00,0.0
1220,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150509_225200.wav,2015,4a,2015-05-09 22:52:00,0.0
